Line	Spkr	StTime	Content	EnTime
1	PRV_int_01	0.1512	Okay.	0.6687
2	PRV_int_01	0.6687	(pause 0.16)	0.8273
3	PRV_int_01	0.8273	Um,	1.2563
4	PRV_int_01	1.2563	(pause 0.66)	1.9137
5	PRV_int_01	1.9137	like I said um- um,	2.9116
6	PRV_int_01	2.9116	(pause 0.29)	3.2007
7	PRV_int_01	3.2007	basically just	3.8162
8	PRV_int_01	3.8162	(pause 0.30)	4.1193
9	PRV_int_01	4.1193	casual conversation. You can talk to-	5.5776
10	PRV_int_01	5.5776	(pause 1.15)	6.7294
11	PRV_int_01	6.7294	You can talk to him, me, whatever, but I was just gonna ask you some general questions. Um,	10.0540
12	PRV_int_01	10.0540	(pause 0.89)	10.9400
13	PRV_int_01	10.9400	and uh, try and s-	12.1139
14	PRV_int_01	12.1139	(pause 0.41)	12.5242
15	PRV_int_01	12.5242	stay out of your way, so that it's mostly you talking and not me, but	15.0981
16	PRV_int_01	15.0981	(pause 0.27)	15.3639
17	PRV_int_01	15.3639	that's about it.	15.9981
18	PRV_int_01	15.9981	(pause 0.59)	16.5844
19	PRV_int_01	16.5844	So um,	17.5228
20	PRV_int_01	17.5228	(pause 0.84)	18.3657
21	PRV_int_01	18.3657	/RD-NAME-2/,	18.9858
22	PRV_int_01	18.9858	(pause 1.98)	20.9629
23	PRV_int_01	20.9629	talking to /RD-NAME-3/,	22.1006
24	PRV_int_01	22.1006	(pause 0.10)	22.2032
25	PRV_int_01	22.2032	you were born	22.9085
26	PRV_int_01	22.9085	(pause 0.28)	23.1906
27	PRV_int_01	23.1906	uh, in	23.7781
28	PRV_int_01	23.7781	(pause 0.21)	23.9880
29	PRV_int_01	23.9880	what? Tarboro Hospital?	25.1817
30	PRV_se0_ag2_m_01	25.4195	Yeah.	25.6619
31	PRV_int_01	25.8205	Okay.	26.1795
32	PRV_int_01	26.1795	(pause 0.78)	26.9582
33	PRV_int_01	26.9582	And um,	27.5431
34	PRV_int_01	27.5431	(pause 0.45)	27.9934
35	PRV_int_01	27.9934	<clears throat>	28.4364
36	PRV_int_01	28.4364	(pause 0.79)	29.2232
37	PRV_int_01	29.2232	so you've- you've lived	30.3330
38	PRV_int_01	30.3330	(pause 0.27)	30.5988
39	PRV_int_01	30.5988	on the south side of Tarboro or what side of	33.1028
40	PRV_int_01	33.1028	(pause 0.20)	33.3033
41	PRV_int_01	33.3033	Tarboro do you live in?	34.3011
42	PRV_se0_ag2_m_01	34.4643	You know, basically when I-	35.2943
43	PRV_se0_ag2_m_01	35.2943	(pause 0.96)	36.2537
44	PRV_se0_ag2_m_01	36.2537	when I was growing up-	36.9625
45	PRV_int_01	37.6526	Alright.	38.0769
