Line	Spkr	StTime	Content	EnTime
1	PRV_int_02	0.6056	So there are those pesky questions we have to ask	3.8669
2	PRV_se0_ag3_f_03	3.8622	Yeah, that's alright.	4.7094
3	PRV_int_02	4.8183	and get on pa-	5.5283
4	PRV_int_02	5.5283	(pause 0.15)	5.6798
5	PRV_int_02	5.6798	and um,	6.0537
6	PRV_int_02	6.0537	(pause 0.61)	6.6644
7	PRV_int_02	6.6644	have you lived in Princeville your whole life?	8.2912
8	PRV_se0_ag3_f_03	8.3806	Well no, when I-	9.3178
9	PRV_se0_ag3_f_03	9.3178	(pause 0.26)	9.5734
10	PRV_se0_ag3_f_03	9.5734	when I got sixteen or seventeen I left	12.2573
11	PRV_se0_ag3_f_03	12.2573	(pause 0.64)	12.8963
12	PRV_se0_ag3_f_03	12.8963	and got me a little job up in Virginia Beach.	15.5782
13	PRV_int_02	16.0278	Okay.	16.4018
14	PRV_int_02	16.4018	(pause 0.33)	16.7331
15	PRV_int_02	16.7331	And how long were you there?	17.7697
16	PRV_se0_ag3_f_03	18.1437	I was there til my daddy health failed, around about- I'd say about	21.4645
17	PRV_se0_ag3_f_03	21.4645	(pause 0.80)	22.2598
18	PRV_se0_ag3_f_03	22.2598	seven years.	23.3627
19	PRV_se0_ag3_f_03	23.3627	(pause 0.70)	24.0585
20	PRV_se0_ag3_f_03	24.0585	Then I came back home	25.0430
21	PRV_int_02	25.2351	Yeah.	25.4804
22	PRV_se0_ag3_f_03	25.8930	to take care of him.	26.8587
23	PRV_se0_ag3_f_03	26.8587	(pause 1.27)	28.1272
24	PRV_se0_ag3_f_03	28.1272	Cause he had, you know- he was married again had three small kids and his wife,	31.4738
25	PRV_se0_ag3_f_03	31.4738	(pause 0.57)	32.0445
26	PRV_se0_ag3_f_03	32.0445	she was sick too, so I had to come help them out.	34.3355
27	PRV_int_02	34.4870	Yeah they needed help with the kids?	35.6561
28	PRV_se0_ag3_f_03	35.8218	[Yes.]	36.3472
29	PRV_int_02	36.0443	[/Mostly/.]	36.6359
30	PRV_se0_ag3_f_03	36.7874	Mm-hm.	37.2466
31	PRV_int_02	37.2446	What did you do when you were in	38.3759
32	PRV_int_02	38.6031	Virginia [Beach?]	39.3557
33	PRV_se0_ag3_f_03	39.1332	[What I] was /?/ doing?	40.1604
34	PRV_se0_ag3_f_03	40.3402	Well working into the office- clean the office up /like you know/ different office /like that/.	43.8268
35	PRV_int_02	44.3238	Okay.	44.7451
36	PRV_se0_ag3_f_03	44.9912	So I stayed. I liked the job very much.	47.1544
37	PRV_se0_ag3_f_03	47.1544	(pause 0.74)	47.8928
38	PRV_se0_ag3_f_03	47.8928	It was nice.	48.6975
39	PRV_se0_ag3_f_03	48.6975	(pause 0.74)	49.4414
40	PRV_se0_ag3_f_03	49.4414	I didn't wanna leave, but know, had to come back and help my dad out.	51.9947
41	PRV_int_02	52.1509	Yeah.	52.3828
42	PRV_int_02	52.3828	(pause 0.69)	53.0692
43	PRV_int_02	53.0692	[And then-]	53.5047
44	PRV_se0_ag3_f_03	53.0834	[/Cause Dad] said/-	53.7224
45	PRV_int_02	54.3898	what kind of jobs have you had	55.6300
46	PRV_int_02	55.6300	(pause 0.27)	55.8978
47	PRV_int_02	55.8978	um-	56.2528
48	PRV_se0_ag3_f_03	56.6551	Since I left [from Virginia?]	58.0846
49	PRV_int_02	57.3746	[since- since-] Yeah. Since you've been [back here.]	59.6751
50	PRV_se0_ag3_f_03	58.9603	[I worked in] uh,	60.1389
51	PRV_se0_ag3_f_03	61.4528	/Kl-/ /RD-WORK-2/ factory mill- factory- /RD-WORK-2/ mill. I know you heard about that.	65.5189
52	PRV_int_02	65.5709	Yeah.	65.8786
53	PRV_int_02	65.8786	(pause 0.25)	66.1295
54	PRV_int_02	66.1295	It's um,	66.5839
55	PRV_se0_ag3_f_03	67.3392	Out Rocky Mount highway, the- going toward Rocky Mount?	69.6586
56	PRV_int_02	69.7628	Mm-hm.	70.2077
57	PRV_se0_ag3_f_03	70.2172	/RD-WORK-2/.	70.6668
58	PRV_se0_ag3_f_03	70.6668	(pause 0.49)	71.1591
59	PRV_se0_ag3_f_03	71.1591	Stayed there about ten years.	72.4987
60	PRV_int_02	73.0647	/Kay/.	73.3061
61	PRV_se0_ag3_f_03	73.9451	And then I was-	74.9107
62	PRV_se0_ag3_f_03	74.9107	(pause 0.19)	75.1048
