Line	Spkr	StTime	Content	EnTime
1	PRV_int_01	0.2423	I'm just gonna get out your way and let you um-	1.9525
2	PRV_se0_ag1_m_02	2.1576	Well you better ask some questions cause [I ain't know what to talk about.]	4.3632
3	PRV_int_01	3.3653	[Aw. <laugh>]	4.3958
4	PRV_se0_ag1_m_02	4.5170	<laugh>	5.0253
5	PRV_int_01	6.0418	[Uh,]	6.2750
6	PRV_se0_ag1_m_02	6.0558	[Ask] some questions.	7.0199
7	PRV_int_01	6.9686	you were born in Princeville. We can start there, right?	8.8151
8	PRV_se0_ag1_m_02	8.9923	Yeah.	9.2767
9	PRV_int_01	9.4819	In a tub?	10.0601
10	PRV_se0_ag1_m_02	10.7735	No, I was just [messing about the tub. <laugh>]	12.6993
11	PRV_int_01	11.2072	[<laugh>]	12.6993
12	PRV_int_01	13.1225	Were you born in Tarboro Hospital or?	14.7824
13	PRV_se0_ag1_m_02	14.9923	Yeah.	15.2394
14	PRV_int_01	15.3467	[Okay.]	15.9575
15	PRV_se0_ag1_m_02	15.4819	[At um],	15.9528
16	PRV_se0_ag1_m_02	16.3445	yeah.	16.5404
17	PRV_se0_ag1_m_02	16.5404	(pause 1.07)	17.6128
18	PRV_se0_ag1_m_02	17.6128	Harris Hospital.	18.2610
19	PRV_int_01	18.9966	At which hospital?	19.6307
20	PRV_se0_ag1_m_02	19.7333	Harris Hospital. [In] Tarboro, yeah.	20.9783
21	PRV_int_01	20.1530	[Harris?]	20.4887
22	PRV_int_01	20.4887	(pause 0.43)	20.9179
23	PRV_int_01	20.9179	Okay, that's right.	21.6917
24	PRV_se0_ag1_m_02	22.1347	Yeah.	22.4191
25	PRV_int_01	22.4005	So you were born here,	23.4636
26	PRV_int_01	24.0791	and you lived here your whole life?	25.1504
27	PRV_se0_ag1_m_02	26.7824	Whole twenty nine years.	28.1207
28	PRV_int_01	28.0694	Twenty nine years.	29.0999
29	PRV_se0_ag1_m_02	29.1559	God Almighty (whispered).	30.0138
30	PRV_int_01	30.3158	So you went	30.8858
31	PRV_int_01	30.8858	(pause 0.15)	31.0339
32	PRV_int_01	31.0339	to	31.4349
33	PRV_int_01	31.4349	(pause 0.09)	31.5281
34	PRV_int_01	31.5281	/RD-SCHOOL-2/	32.1436
35	PRV_int_01	32.1436	(pause 0.35)	32.4933
36	PRV_int_01	32.4933	/RD-SCHOOL-4/,	33.0762
37	PRV_se0_ag1_m_02	33.3420	[Yeah.]	33.5985
38	PRV_int_01	33.3467	[/right/?]	33.5938
39	PRV_int_01	33.8223	Okay.	34.1813
40	PRV_se0_ag1_m_02	34.2792	Yup.	34.5077
41	PRV_int_01	35.2678	Did you have uh-	36.2796
42	PRV_int_01	36.2796	(pause 0.88)	37.1551
43	PRV_int_01	37.1551	Did you have his	37.9851
44	PRV_int_01	37.9851	(pause 0.09)	38.0737
45	PRV_int_01	38.0737	mom as a teacher?	38.9969
46	PRV_se0_ag1_m_02	39.8409	No, I was lucky not to [have her] as a teacher.	41.7775
47	PRV_int_01	41.1092	[<laugh>]	41.3424
48	PRV_int_01	41.7947	<laugh>	43.0723
49	PRV_se0_ag1_m_02	43.2784	[Man], she don't play, boy.	44.4327
50	PRV_int_01	43.2857	[<laugh>]	43.5002
51	PRV_int_01	44.5773	Really?	44.8990
52	PRV_se0_ag1_m_02	45.1182	No, [she don't play.]	46.1114
53	PRV_int_01	45.4213	[She's still] bumping them kids, [I] guess. My- <laugh>	48.6573
54	PRV_se0_ag1_m_02	46.8435	[Yeah.]	47.1932
55	PRV_se0_ag1_m_02	47.1932	(pause 1.46)	48.6573
56	PRV_se0_ag1_m_02	48.6573	She don't play.	49.3416
