Line	Spkr	StTime	Content	EnTime
1	VLD_int_01	0.9111	Alright. If you could say your name please.	2.9021
2	VLD_se0_ag3_f_01	3.5642	/RD-NAME-8/	5.7558
3	VLD_int_01	7.1162	Could you spell your last name?	8.1374
4	VLD_se0_ag3_f_01	8.5104	/RD-NAME-1/	9.1688
5	VLD_se0_ag3_f_01	9.1688	(pause 0.12)	9.2894
6	VLD_se0_ag3_f_01	9.2894	/RD-NAME-2/	10.0993
7	VLD_se0_ag3_f_01	10.0993	(pause 0.11)	10.2095
8	VLD_se0_ag3_f_01	10.2095	/RD-NAME-1/	10.5679
9	VLD_se0_ag3_f_01	10.5679	(pause 0.13)	10.6954
10	VLD_se0_ag3_f_01	10.6954	/RD-NAME-2/	11.5087
11	VLD_int_01	12.6966	Alright.	13.1022
12	VLD_int_01	13.1022	(pause 0.52)	13.6198
13	VLD_int_01	13.6198	And can you give me your birthday please?	15.3358
14	VLD_se0_ag3_f_01	15.7088	My birthday is August eleventh	17.9097
15	VLD_int_01	18.9110	What year?	19.2654
16	VLD_se0_ag3_f_01	20.1234	/unintelligible/	20.9726
17	VLD_int_01	22.3663	What year?	22.7766
18	VLD_se0_ag3_f_01	23.3595	/unintelligible/	24.0449
19	VLD_int_01	27.5315	I need the year.	28.1844
20	VLD_se0_ag3_f_01	29.2196	Ninteen	30.1755
21	VLD_se0_ag3_f_01	30.1755	(pause 0.28)	30.4599
22	VLD_se0_ag3_f_01	30.4599	/unintelligible/	31.1453
23	VLD_int_01	33.0793	Okay, well how old are you?	34.0259
24	VLD_int_01	34.0259	(pause 0.45)	34.4735
25	VLD_int_01	34.4735	It's	34.6740
26	VLD_int_01	34.6740	(pause 0.29)	34.9678
27	VLD_int_01	34.9678	so, six in [one, half a dozen in the other]	36.7910
28	VLD_se0_ag3_f_01	35.3268	[<laugh>]	37.0661
29	VLD_se0_ag3_f_01	37.6618	Nineteen sixty nine. /I [would be fired/.]	39.9373
30	VLD_int_01	39.0793	[<laugh>]	41.1496
31	VLD_se0_ag3_f_01	40.3290	[Goodness.]	40.9911
32	VLD_se0_ag3_f_01	41.7072	Have to make a joke out of it.	43.2000
33	VLD_int_01	43.3960	<laugh> Um,	45.2751
34	VLD_int_01	45.2751	(pause 0.69)	45.9699
35	VLD_int_01	45.9699	where were you born?	46.8372
36	VLD_se0_ag3_f_01	47.1543	I was born, in Miami Florida.	49.3587
37	VLD_se0_ag3_f_01	49.3587	(pause 1.73)	51.0886
38	VLD_se0_ag3_f_01	51.0886	In nineteen sixty nine.	52.5434
39	VLD_int_01	52.5528	<laugh>	54.1568
40	VLD_int_01	54.1568	(pause 0.88)	55.0369
41	VLD_int_01	55.0369	Um,	55.5499
42	VLD_int_01	55.5499	(pause 0.24)	55.7923
43	VLD_int_01	55.7923	what neighborhood did you grow up in?	57.0653
44	VLD_se0_ag3_f_01	58.0375	The neighborhood right here on the West Side, Valdosta, Georgia.	61.1616
45	VLD_se0_ag3_f_01	61.1616	(pause 1.13)	62.2900
46	VLD_se0_ag3_f_01	62.2900	/RD-ADDRESS-4/ Street.	63.4313
47	VLD_int_01	71.7488	Um, besides Valdosta,	73.2782
48	VLD_int_01	73.2782	(pause 0.22)	73.4973
49	VLD_int_01	73.4973	did you live anywhere else?	74.6491
50	VLD_se0_ag3_f_01	75.7157	As a child?	76.7649
51	VLD_int_01	77.3617	Anytime.	77.7651
52	VLD_se0_ag3_f_01	78.0518	Oh, certainly.	78.8585
53	VLD_int_01	79.0544	Where- where else have you lived?	80.0441
54	VLD_se0_ag3_f_01	80.4952	Melbourne, Florida,	81.5325
55	VLD_int_01	82.6464	Mm-hm.	83.0027
56	VLD_int_01	83.0027	(pause 2.27)	85.2735
57	VLD_int_01	85.2735	Anywhere else?	85.7072
58	VLD_se0_ag3_f_01	86.0662	Valdosta, Georgia.	87.3858
59	VLD_int_01	87.9162	Anywhere else?	88.6017
60	VLD_se0_ag3_f_01	89.7674	Not live, live. No that's about it.	91.6512
61	VLD_int_01	91.8844	That's it? Okay.	92.5465
62	VLD_int_01	92.5465	(pause 1.35)	93.8976
63	VLD_int_01	93.8976	And where'd you go to school?	95.0447
64	VLD_se0_ag3_f_01	95.9026	High school?	96.4995
65	VLD_int_01	97.3202	Mm-hm.	97.5580
66	VLD_se0_ag3_f_01	97.7538	Valdosta, Georgia.	98.9289
67	VLD_int_01	99.4826	Which- which high school?	100.3685
68	VLD_se0_ag3_f_01	100.8584	/RD-SCHOOL-3/	101.8467
69	VLD_int_01	107.2918	And	108.2524
70	VLD_int_01	108.2524	(pause 0.27)	108.5228
71	VLD_int_01	108.5228	where'd you go to college?	109.3994
72	VLD_se0_ag3_f_01	110.1035	Um,	110.9009
73	VLD_se0_ag3_f_01	110.9009	(pause 1.41)	112.3126
74	VLD_se0_ag3_f_01	112.3126	does it matter what year?	113.3384
75	VLD_int_01	113.6508	Mm-mm.	113.9259
76	VLD_se0_ag3_f_01	113.9306	Okay well, /RD-SCHOOL-4/	115.4973
77	VLD_int_01	116.4953	Did you start at /RD-SCHOOL-4/?	117.6271
78	VLD_se0_ag3_f_01	118.3406	I did not.	119.0447
79	VLD_int_01	119.6368	What school did you start at?	120.6580
80	VLD_se0_ag3_f_01	121.5300	Uh, /RD-SCHOOL-2/	122.7703
81	VLD_int_01	123.4453	/RD-SCHOOL-7/?	124.6810
82	VLD_se0_ag3_f_01	124.8721	That is correct.	125.8560
83	VLD_int_01	125.9026	And where's [that-]	126.4808
84	VLD_se0_ag3_f_01	126.3130	[Oh what-]	126.6627
85	VLD_se0_ag3_f_01	126.8675	They've changed the name of it. I forgot now.	128.9848
86	VLD_se0_ag3_f_01	128.9848	(pause 0.43)	129.4173
87	VLD_se0_ag3_f_01	129.4173	It's a four year institution.	130.7696
88	VLD_se0_ag3_f_01	130.7696	(pause 0.65)	131.4224
89	VLD_se0_ag3_f_01	131.4224	Uh, in Melbourne, Florida.	132.9844
90	VLD_int_01	132.9938	Oh, that's when you lived in Melbourne?	134.2171
91	VLD_se0_ag3_f_01	134.2854	Mm-hm.	134.7890
92	VLD_int_01	137.5902	And what's your current occupation?	138.8026
93	VLD_se0_ag3_f_01	139.4729	I'm an educator.	140.6537
94	VLD_int_01	141.7297	Where do you teach?	142.6483
95	VLD_se0_ag3_f_01	142.9607	At [/RD-SCHOOL-3/]	143.7021
