Line	Spkr	StTime	Content	EnTime
1	ATL_int_01	1.0048	Alright now I'm gonna go ahead and commence with this interview.	4.8149
2	ATL_int_01	4.8149	(pause 1.88)	6.6902
3	ATL_int_01	6.6902	Um,	7.3089
4	ATL_int_01	7.3089	(pause 2.96)	10.2735
5	ATL_int_01	10.2735	by the way, uh, I'm the interviewer	12.5923
6	ATL_int_01	12.5923	(pause 0.61)	13.2007
7	ATL_int_01	13.2007	/RD-NAME-4/, and	14.9640
8	ATL_int_01	14.9640	(pause 1.50)	16.4592
9	ATL_int_01	16.4592	to the left of me I'm interviewing-	18.3284
10	ATL_int_01	18.3284	(pause 0.07)	18.4013
11	ATL_int_01	18.4013	what's your name, sir?	19.1904
12	ATL_se0_ag1_m_04	19.8555	/RD-NAME-2/	20.6546
13	ATL_int_01	21.4589	Okay.	21.9075
14	ATL_int_01	21.9075	(pause 0.18)	22.0828
15	ATL_int_01	22.0828	/RD-NAME-2/.	22.6860
16	ATL_int_01	22.6860	(pause 0.79)	23.4800
17	ATL_int_01	23.4800	Um,	23.8976
18	ATL_int_01	23.8976	(pause 0.86)	24.7573
19	ATL_int_01	24.7573	like I said, we'll just- um,	26.1517
20	ATL_int_01	26.1517	(pause 0.08)	26.2357
21	ATL_int_01	26.2357	overtime it'll get more comfortable as we speak, but	29.1707
22	ATL_int_01	29.1707	(pause 0.68)	29.8461
23	ATL_int_01	29.8461	all in all, um,	30.9274
24	ATL_int_01	30.9274	(pause 0.58)	31.5100
25	ATL_int_01	31.5100	I-	31.7699
26	ATL_int_01	31.7699	(pause 0.12)	31.8850
27	ATL_int_01	31.8850	I'll give the rundown as far as the information	34.4076
28	ATL_int_01	34.4076	(pause 0.91)	35.3150
29	ATL_int_01	35.3150	and all that yada yada yada. But anyway	37.2729
30	ATL_int_01	37.2729	(pause 0.44)	37.7163
31	ATL_int_01	37.7163	what's good on your end, man? How's it going?	39.3713
32	ATL_se0_ag1_m_04	41.3305	I'm just chilling for real.	42.5000
33	ATL_se0_ag1_m_04	42.5000	(pause 0.81)	43.3072
34	ATL_se0_ag1_m_04	43.3072	[I just got] back from LA, so.	44.8505
35	ATL_int_01	43.3707	[Okay.]	43.7575
36	ATL_int_01	45.8559	Really? LA?	47.0830
37	ATL_int_01	47.0830	(pause 1.08)	48.1596
38	ATL_int_01	48.1596	[What's it like] out there?	49.0415
39	ATL_se0_ag1_m_04	48.2394	[Uh],	48.5458
