Line	Spkr	StTime	Content	EnTime
1	ROC_int_01	0.4312	Okay.	1.3058
2	ROC_int_01	1.3058	(pause 0.54)	1.8447
3	ROC_int_01	1.8447	And	2.3600
4	ROC_int_01	2.3600	(pause 0.34)	2.7004
5	ROC_int_01	2.7004	you can think of this as pretty informal.	5.4045
6	ROC_int_01	5.4045	(pause 0.48)	5.8820
7	ROC_int_01	5.8820	Um,	6.4114
8	ROC_int_01	6.4114	(pause 0.70)	7.1072
9	ROC_int_01	7.1072	I just really	8.0338
10	ROC_int_01	8.0338	(pause 0.26)	8.2985
11	ROC_int_01	8.2985	wanna get a sense of different people's experiences growing up here.	11.9907
12	ROC_int_01	11.9907	(pause 0.37)	12.3603
13	ROC_int_01	12.3603	Uh, the questions are	13.4523
14	ROC_int_01	13.4523	(pause 0.18)	13.6320
15	ROC_int_01	13.6320	open ended,	14.4734
16	ROC_int_01	14.4734	(pause 0.33)	14.8044
17	ROC_int_01	14.8044	so feel free to take it wherever you want. I usually start off with questions about where you were born, where you grew up, and then	21.1495
18	ROC_int_01	21.1495	(pause 0.35)	21.4946
19	ROC_int_01	21.4946	move into some more general,	22.8561
20	ROC_int_01	22.8561	(pause 0.19)	23.0452
21	ROC_int_01	23.0452	uh, questions about Rochester	24.8094
22	ROC_int_01	24.8094	(pause 0.54)	25.3483
23	ROC_int_01	25.3483	and	25.9440
24	ROC_int_01	25.9440	(pause 0.11)	26.0574
25	ROC_int_01	26.0574	language. So,	27.1542
26	ROC_int_01	27.1542	(pause 0.37)	27.5277
27	ROC_int_01	27.5277	um,	28.0950
28	ROC_int_01	28.0950	(pause 0.37)	28.4684
29	ROC_int_01	28.4684	yeah	29.0074
30	ROC_int_01	29.0074	(pause 0.13)	29.1397
31	ROC_int_01	29.1397	feel free to- <laugh> uh, if you need to	31.4854
32	ROC_int_01	31.4854	(pause 0.22)	31.7029
33	ROC_int_01	31.7029	take a break, take a break,	32.8422
34	ROC_int_01	32.8422	(pause 0.36)	33.2062
35	ROC_int_01	33.2062	but also just	34.1996
36	ROC_int_01	34.1996	(pause 0.09)	34.2877
37	ROC_int_01	34.2877	to elaborate in any kind of way you feel.	36.2190
38	ROC_se0_ag2_f_01	36.5688	[Okay.]	36.7973
39	ROC_int_01	36.7264	[K?]	36.9612
40	ROC_se0_ag3_m_02	37.3812	[Mm-hm.]	37.6365
41	ROC_int_01	37.4686	[Cool.]	37.7594
42	ROC_se0_ag2_f_01	37.9508	Cool.	38.1352
43	ROC_int_01	38.3397	So	39.1103
44	ROC_int_01	39.1103	(pause 0.26)	39.3703
45	ROC_int_01	39.3703	like I said, I start off with	40.7649
46	ROC_int_01	40.7649	(pause 0.28)	41.0446
47	ROC_int_01	41.0446	questions of where you were born and where you grew up	43.6542
48	ROC_int_01	43.6542	(pause 0.42)	44.0702
49	ROC_int_01	44.0702	in [Rochester.]	44.9921
50	ROC_se0_ag2_f_01	44.2605	[Sh-]	44.4756
51	ROC_se0_ag2_f_01	45.0041	should we do that-	45.7440
52	ROC_int_01	46.1694	Oh yeah, so	47.1472
53	ROC_int_01	47.1472	(pause 0.18)	47.3269
54	ROC_int_01	47.3269	[let me-]	47.7636
