Line	Spkr	StTime	Content	EnTime
1	DTA_int_08	1.1118	Okay.	1.4511
2	DTA_se2_ag4_f_02	2.1326	/RD-NAME-5/.	3.5251
3	DTA_int_08	3.6779	Mm-hm. Count to ten out loud.	5.0287
4	DTA_se2_ag4_f_02	5.8161	/RD-NAME-4/.	6.9298
5	DTA_int_08	7.2860	Count to ten.	8.0348
6	DTA_se2_ag4_f_02	8.6449	One.	9.3354
7	DTA_se2_ag4_f_02	9.3354	(pause 0.33)	9.6696
8	DTA_se2_ag4_f_02	9.6696	Two.	10.0966
9	DTA_se2_ag4_f_02	10.0966	(pause 0.56)	10.6528
10	DTA_se2_ag4_f_02	10.6528	Three.	11.1112
11	DTA_se2_ag4_f_02	11.1112	(pause 0.66)	11.7733
12	DTA_se2_ag4_f_02	11.7733	Four.	12.2439
13	DTA_se2_ag4_f_02	12.2439	(pause 0.66)	12.9076
14	DTA_se2_ag4_f_02	12.9076	Five.	13.6314
15	DTA_se2_ag4_f_02	13.6314	(pause 0.63)	14.2579
16	DTA_se2_ag4_f_02	14.2579	Six.	14.9353
17	DTA_se2_ag4_f_02	14.9353	(pause 0.55)	15.4884
18	DTA_se2_ag4_f_02	15.4884	Seven.	16.1455
19	DTA_se2_ag4_f_02	16.1455	(pause 0.83)	16.9706
20	DTA_se2_ag4_f_02	16.9706	Eight.	17.4718
21	DTA_se2_ag4_f_02	17.4718	(pause 0.57)	18.0453
22	DTA_se2_ag4_f_02	18.0453	Nine.	18.6840
23	DTA_se2_ag4_f_02	18.6840	(pause 0.49)	19.1699
24	DTA_se2_ag4_f_02	19.1699	Ten.	19.6986
25	DTA_int_08	20.6480	To start with Mrs. /RD-NAME-2/, can I have you reminisce a little bit	23.8252
26	DTA_int_08	23.8252	(pause 0.26)	24.0850
27	DTA_int_08	24.0850	back when [you were-]	24.6013
28	DTA_se2_ag4_f_02	24.4059	[Now,] you have to speak a little louder to me cause I [can't hear] too [well.]	27.8857
29	DTA_int_08	26.9078	[Okay.]	27.2011
30	DTA_int_08	27.2011	(pause 0.47)	27.6748
31	DTA_int_08	27.6748	[Fine.]	28.0841
32	DTA_int_08	28.3105	Okay.	28.6589
33	DTA_int_08	28.6589	(pause 0.51)	29.1692
34	DTA_int_08	29.1692	Uh,	29.4229
35	DTA_int_08	29.4229	(pause 0.21)	29.6358
36	DTA_int_08	29.6358	to start with can I have you think back when you were a little girl.	33.2256
37	DTA_int_08	33.2256	(pause 0.78)	34.0049
38	DTA_int_08	34.0049	What kind of games did you play?	35.6633
39	DTA_se2_ag4_f_02	38.0745	Hide and s-	39.2623
40	DTA_se2_ag4_f_02	39.2623	(pause 0.49)	39.7482
41	DTA_se2_ag4_f_02	39.7482	see.	40.2463
42	DTA_int_08	40.7016	[Mm-hm.]	41.0714
43	DTA_se2_ag4_f_02	40.7872	[S-]	41.0073
44	DTA_int_08	42.1920	What else?	42.7768
45	DTA_se2_ag4_f_02	44.4443	We would run around the house and play in there.	47.0225
46	DTA_se2_ag4_f_02	47.0225	(pause 1.36)	48.3784
47	DTA_se2_ag4_f_02	48.3784	Uh, moonlight at night,	50.1173
48	DTA_se2_ag4_f_02	50.1173	(pause 0.60)	50.7141
49	DTA_se2_ag4_f_02	50.7141	it's at first night when the moon shine.	53.1264
50	DTA_int_08	53.2670	Mm-hm.	53.7300
51	DTA_se2_ag4_f_02	56.5421	And, uh,	57.0728
52	DTA_se2_ag4_f_02	57.0728	(pause 0.49)	57.5617
53	DTA_se2_ag4_f_02	57.5617	we didn't have games to play like they do here. We didn't know nothing about many games some are	62.7947
54	DTA_se2_ag4_f_02	62.7947	(pause 0.59)	63.3814
55	DTA_se2_ag4_f_02	63.3814	playing.	64.2793
56	DTA_se2_ag4_f_02	64.2793	(pause 0.11)	64.3921
57	DTA_se2_ag4_f_02	64.3921	See, Sally Walker, like	66.3814
58	DTA_se2_ag4_f_02	66.3814	(pause 0.14)	66.5251
59	DTA_se2_ag4_f_02	66.5251	things [like] that going around.	68.2853
60	DTA_int_08	66.8581	[Mm-hm.]	67.1084
61	DTA_int_08	68.7122	Mm-hm.	68.9545
62	DTA_int_08	68.9545	(pause 0.39)	69.3417
63	DTA_int_08	69.3417	How do you play hide and seek?	70.8728
64	DTA_int_08	70.8728	(pause 1.26)	72.1278
65	DTA_int_08	72.1278	How- how do you [play?]	73.1729
66	DTA_se2_ag4_f_02	73.1149	[We'd] play, uh-	74.2976
67	DTA_se2_ag4_f_02	75.1278	we run around the trees and around the corner of the house, and-	79.2188
68	DTA_se2_ag4_f_02	79.2188	(pause 0.63)	79.8514
69	DTA_se2_ag4_f_02	79.8514	and count	80.5757
70	DTA_se2_ag4_f_02	80.5757	(pause 0.52)	81.0972
71	DTA_se2_ag4_f_02	81.0972	one, two, three, four, all here.	83.7886
72	DTA_se2_ag4_f_02	83.7886	(pause 1.65)	85.4388
73	DTA_se2_ag4_f_02	85.4388	And, um,	86.0745
74	DTA_se2_ag4_f_02	86.0745	(pause 0.29)	86.3617
75	DTA_se2_ag4_f_02	86.3617	let's see.	86.9750
76	DTA_se2_ag4_f_02	86.9750	(pause 0.62)	87.5954
77	DTA_se2_ag4_f_02	87.5954	Yeah, and they'd r- run.	89.0439
78	DTA_se2_ag4_f_02	89.0439	(pause 0.41)	89.4504
79	DTA_se2_ag4_f_02	89.4504	I almost done forgot just how to [do, but,] uh, we would run around the house, you know, and be at the corner house, one that count.	95.9994
80	DTA_int_08	91.5366	[<laugh>]	92.0317
81	DTA_int_08	96.4639	Uh-huh.	96.6993
82	DTA_se2_ag4_f_02	96.7115	And run, find the other one, you know, like they found where you at.	99.9739
83	DTA_int_08	100.4266	Mm-hm.	100.8184
84	DTA_int_08	100.8184	(pause 0.60)	101.4167
85	DTA_int_08	101.4167	How do you play Sally Walker?	103.1791
86	DTA_se2_ag4_f_02	103.9522	<ts> We would go around and-	105.4731
87	DTA_se2_ag4_f_02	105.4731	(pause 0.18)	105.6504
88	DTA_se2_ag4_f_02	105.6504	and say	106.0996
89	DTA_se2_ag4_f_02	106.0996	(pause 0.21)	106.3086
90	DTA_se2_ag4_f_02	106.3086	see Sally Walker, sitting in the saucer, flies-	109.4734
91	DTA_se2_ag4_f_02	109.4734	(pause 0.39)	109.8605
92	DTA_se2_ag4_f_02	109.8605	s- s- fly, Sally fly. Ride, Sally, ride.	113.0164
93	DTA_se2_ag4_f_02	113.0164	(pause 0.31)	113.3251
94	DTA_se2_ag4_f_02	113.3251	Wipe your weeping eye.	114.5342
95	DTA_se2_ag4_f_02	114.5342	(pause 0.69)	115.2218
96	DTA_se2_ag4_f_02	115.2218	And, um,	115.7230
97	DTA_se2_ag4_f_02	115.7230	(pause 0.13)	115.8514
98	DTA_se2_ag4_f_02	115.8514	things like that, and we got a whooping by playing it one time.	118.9645
99	DTA_int_08	119.0103	Mm-hm.	119.3006
100	DTA_se2_ag4_f_02	119.5634	<laugh>	120.1033
101	DTA_int_08	121.4144	<laugh>	122.0921
102	DTA_se2_ag4_f_02	123.2164	[<laugh>]	123.6438
103	DTA_int_08	123.5251	[Okay.]	124.0274
104	DTA_int_08	124.3960	Uh, did you ever play marbles?	126.2650
105	DTA_se2_ag4_f_02	127.2921	Play what?	127.7597
106	DTA_se2_ag4_f_02	127.7597	(pause 0.19)	127.9461
107	DTA_se2_ag4_f_02	127.9461	[Mar-]	128.5451
108	DTA_int_08	128.0714	[Marbles?]	128.7230
109	DTA_se2_ag4_f_02	129.3264	marble?	129.9498
110	DTA_int_08	130.0354	Yeah, you know.	130.6130
111	DTA_se2_ag4_f_02	130.6130	Yeah.	131.1355
112	DTA_int_08	131.3617	Uh-huh.	131.5757
113	DTA_se2_ag4_f_02	131.7733	We would try to play marble, shoot marble, knock one out of the ring. You know,	135.8582
114	DTA_se2_ag4_f_02	135.8582	(pause 0.14)	136.0018
115	DTA_se2_ag4_f_02	136.0018	[like] that.	136.5519
116	DTA_int_08	136.0018	[Mm-hm.]	136.2616
117	DTA_int_08	136.7352	Mm-hm.	136.9522
118	DTA_int_08	136.9522	(pause 0.50)	137.4554
119	DTA_int_08	137.4554	Did you have different names for the different marbles?	140.4840
120	DTA_se2_ag4_f_02	141.1644	Do what with the marble?	142.0813
121	DTA_int_08	142.1913	Did you have different names for them?	144.1706
122	DTA_se2_ag4_f_02	144.5923	No.	145.0874
123	DTA_int_08	145.0874	No? [Okay.]	145.6405
124	DTA_se2_ag4_f_02	145.4999	[You] didn't do nothing but	146.6755
125	DTA_se2_ag4_f_02	147.0697	just b-	147.6228
126	DTA_se2_ag4_f_02	147.6228	(pause 0.11)	147.7298
127	DTA_se2_ag4_f_02	147.7298	put 'em in the ring and shoot them, you know,	150.0361
128	DTA_int_08	150.1430	Mm-hm.	150.4242
129	DTA_se2_ag4_f_02	150.4914	knock one out.	151.3317
130	DTA_int_08	151.6436	Mm-hm.	151.8932
131	DTA_int_08	151.8932	(pause 0.58)	152.4748
132	DTA_int_08	152.4748	Did you ever play jacks?	154.1118
133	DTA_se2_ag4_f_02	154.8483	No, I never could learn.	156.3234
134	DTA_se2_ag4_f_02	156.3234	(pause 0.11)	156.4303
135	DTA_se2_ag4_f_02	156.4303	[I never] did learn how.	157.6680
136	DTA_int_08	156.4639	[Huh?]	156.7063
137	DTA_int_08	157.9431	Okay.	158.4504
138	DTA_se2_ag4_f_02	158.8374	[Mm-hm.]	159.2531
139	DTA_int_08	159.2072	[And, um,]	159.8459
140	DTA_int_08	161.9536	uh.	162.3722
141	DTA_int_08	162.3722	(pause 0.85)	163.2249
142	DTA_int_08	163.2249	When you w- do you watch television?	165.0850
143	DTA_se2_ag4_f_02	166.4908	When I was a little [girl?]	167.5543
