Line	Spkr	StTime	Content	EnTime
1	DTA_int_09	1.2214	Uh.	1.5814
2	DTA_int_09	1.5814	(pause 0.12)	1.7004
3	DTA_int_09	1.7004	What kind of games did you play when you were younger?	3.7293
4	DTA_se2_ag3_m_01	4.6180	<ts>	4.7058
5	DTA_se2_ag3_m_01	4.7058	(pause 0.16)	4.8703
6	DTA_se2_ag3_m_01	4.8703	Uh, baseball.	6.0785
7	DTA_se2_ag3_m_01	6.0785	(pause 0.65)	6.7332
8	DTA_se2_ag3_m_01	6.7332	<ts>	6.8430
9	DTA_se2_ag3_m_01	6.8430	(pause 0.37)	7.2141
10	DTA_se2_ag3_m_01	7.2141	Football.	7.9981
11	DTA_int_09	8.4867	Uh-huh.	8.8787
12	DTA_int_09	8.8787	(pause 3.00)	11.8781
13	DTA_int_09	11.8781	Do you follow them now?	12.9268
14	DTA_se2_ag3_m_01	13.2984	No.	13.7753
15	DTA_int_09	14.2843	Uh-huh.	14.5711
16	DTA_int_09	14.5711	(pause 0.45)	15.0258
17	DTA_int_09	15.0258	Did you play on any teams when you were younger?	17.1228
18	DTA_int_09	17.1228	(pause 0.14)	17.2583
19	DTA_int_09	17.2583	Or?	17.4651
20	DTA_se2_ag3_m_01	18.0015	No, /not/.	18.5807
21	DTA_int_09	19.6723	Mm-hm.	19.9503
22	DTA_int_09	19.9503	(pause 0.26)	20.2136
23	DTA_int_09	20.2136	Uh, how about when you were r- real young?	21.8290
24	DTA_int_09	21.8290	(pause 0.17)	21.9958
25	DTA_int_09	21.9958	Some of the games that your kids play now?	23.8503
26	DTA_se2_ag3_m_01	25.5865	Uh, soccer ball, volleyball, handball.	28.1263
27	DTA_int_09	28.6239	Uh-huh.	29.0159
28	DTA_int_09	29.0159	(pause 0.23)	29.2412
29	DTA_int_09	29.2412	How do you play handball?	30.2202
30	DTA_se2_ag3_m_01	32.1038	Hand.	32.6363
31	DTA_int_09	33.8278	Mm-hm.	34.1643
32	DTA_int_09	34.1643	(pause 0.45)	34.6191
33	DTA_int_09	34.6191	Up against the [wall? or what?]	35.8168
34	DTA_se2_ag3_m_01	35.4691	[Yeah.]	35.7253
35	DTA_se2_ag3_m_01	36.0905	No, it just hand.	37.3001
36	DTA_se2_ag3_m_01	37.3001	(pause 0.45)	37.7455
37	DTA_se2_ag3_m_01	37.7455	Each hand just /?/.	38.8644
38	DTA_int_09	39.1511	[Uh-huh.]	39.4988
39	DTA_se2_ag3_m_01	39.3103	[<ts>]	39.4720
40	DTA_int_09	40.1067	[Good.]	40.3792
41	DTA_se2_ag3_m_01	40.1190	[<ts>]	40.3081
42	DTA_int_09	41.5959	How about your little girls? What kinds of games do they play?	43.9811
43	DTA_se2_ag3_m_01	45.0920	<ts> Oh they play,	45.6675
44	DTA_se2_ag3_m_01	45.6675	(pause 0.10)	45.7712
45	DTA_se2_ag3_m_01	45.7712	uh, hopscotch.	47.1664
46	DTA_se2_ag3_m_01	47.1664	(pause 0.82)	47.9863
47	DTA_se2_ag3_m_01	47.9863	Jumping rope, and	49.3609
48	DTA_se2_ag3_m_01	49.3609	(pause 1.30)	50.6609
49	DTA_se2_ag3_m_01	50.6609	play house.	51.5638
50	DTA_int_09	51.9542	Uh-huh.	52.3527
51	DTA_se2_ag3_m_01	52.7127	[<ts>]	52.7838
52	DTA_int_09	52.7391	[Uh,] how- how do they play hopscotch?	54.6431
53	DTA_se2_ag3_m_01	55.1840	Uh,	55.6822
54	DTA_se2_ag3_m_01	55.6822	(pause 0.16)	55.8448
55	DTA_se2_ag3_m_01	55.8448	it's a square on the sidewalk there.	57.6939
56	DTA_int_09	58.4280	Uh-huh.	58.8123
57	DTA_int_09	58.8123	(pause 0.91)	59.7179
58	DTA_int_09	59.7179	Good. Uh.	60.2547
59	DTA_int_09	60.2547	(pause 1.04)	61.2978
60	DTA_int_09	61.2978	Uh, when you were young, any other games you would play? Like where someone would	64.6232
61	DTA_int_09	64.6232	(pause 0.31)	64.9302
62	DTA_int_09	64.9302	go and hide, and the other person would try to find them?	67.4077
63	DTA_se2_ag3_m_01	67.6740	Oh, hide and go seek.	69.0168
64	DTA_int_09	69.3950	Uh-huh. How did you play that? Do you-	71.1084
65	DTA_se2_ag3_m_01	71.1344	Uh, we, uh.	72.2273
66	DTA_se2_ag3_m_01	72.2273	(pause 1.07)	73.2989
67	DTA_se2_ag3_m_01	73.2989	Uh.	73.9386
68	DTA_se2_ag3_m_01	73.9386	(pause 0.14)	74.0789
69	DTA_se2_ag3_m_01	74.0789	Two to one,	75.4382
70	DTA_se2_ag3_m_01	75.4382	(pause 0.42)	75.8571
71	DTA_se2_ag3_m_01	75.8571	mm,	76.2007
72	DTA_se2_ag3_m_01	76.2007	(pause 0.57)	76.7721
73	DTA_se2_ag3_m_01	76.7721	and then, uh,	77.8829
74	DTA_se2_ag3_m_01	77.8829	(pause 0.21)	78.0943
75	DTA_se2_ag3_m_01	78.0943	one would count	79.0638
76	DTA_se2_ag3_m_01	79.0638	(pause 0.70)	79.7588
77	DTA_se2_ag3_m_01	79.7588	to ten and so on like that. And then the rest would go and hide.	82.5727
78	DTA_se2_ag3_m_01	82.5727	(pause 0.74)	83.3093
79	DTA_se2_ag3_m_01	83.3093	[/that's all I got/.]	83.7085
80	DTA_int_09	83.3364	[Uh-huh.]	83.6191
81	DTA_int_09	84.4377	Good.	84.6675
82	DTA_int_09	84.6675	(pause 1.67)	86.3414
83	DTA_int_09	86.3414	Uh.	86.6607
84	DTA_int_09	86.6607	(pause 0.23)	86.8925
85	DTA_int_09	86.8925	Were there any rhymes or anything? Uh,	88.8016
