Line	Spkr	StTime	Content	EnTime
1	DTA_int_04	0.2515	Ah.	0.5322
2	DTA_int_04	0.5322	(pause 0.09)	0.6215
3	DTA_int_04	0.6215	Well then.	1.0914
4	DTA_int_04	1.0914	(pause 0.20)	1.2866
5	DTA_int_04	1.2866	Can you remember some of the that games you used to play with the kids when you were young?	5.7445
6	DTA_int_04	5.7445	(pause 1.10)	6.8462
7	DTA_int_04	6.8462	With your friends in grade school.	8.6097
8	DTA_se3_ag3_m_01	9.0716	Uh, in grade school? Or- uh,	10.8473
9	DTA_se3_ag3_m_01	10.8473	(pause 0.38)	11.2317
10	DTA_se3_ag3_m_01	11.2317	or, uh, outside? You mean both in school and out of [school?]	14.5427
11	DTA_int_04	14.2742	[Outside] of school. After school got out.	16.3429
12	DTA_se3_ag3_m_01	16.6419	Well, one of the ones I had a lot of fun with was a game called Pum Pum Pull Away, I remember that.	20.6420
13	DTA_int_04	20.7015	How do you play that?	21.5192
14	DTA_se3_ag3_m_01	22.6420	Uh, let's see.	23.9356
15	DTA_se3_ag3_m_01	23.9356	(pause 0.81)	24.7472
16	DTA_se3_ag3_m_01	24.7472	It's one of these games that was played, uh,	26.5837
17	DTA_se3_ag3_m_01	26.5837	(pause 0.56)	27.1425
18	DTA_se3_ag3_m_01	27.1425	uh, where kids would line up on one side of a yard	30.2856
19	DTA_se3_ag3_m_01	30.2856	(pause 0.57)	30.8592
20	DTA_se3_ag3_m_01	30.8592	or	31.1948
21	DTA_se3_ag3_m_01	31.1948	(pause 0.17)	31.3657
22	DTA_se3_ag3_m_01	31.3657	street. <laugh>	32.5819
23	DTA_se3_ag3_m_01	32.5819	(pause 0.42)	33.0030
24	DTA_se3_ag3_m_01	33.0030	And uh,	33.8451
25	DTA_se3_ag3_m_01	33.8451	(pause 1.51)	35.3584
26	DTA_se3_ag3_m_01	35.3584	uh,	36.0297
27	DTA_se3_ag3_m_01	36.0297	(pause 0.70)	36.7314
28	DTA_se3_ag3_m_01	36.7314	a	36.9450
29	DTA_se3_ag3_m_01	36.9450	(pause 0.89)	37.8336
30	DTA_se3_ag3_m_01	37.8336	youngster in the center would say, pum pum pull away, get your horse and run away.	41.3545
31	DTA_se3_ag3_m_01	41.3545	(pause 0.40)	41.7573
32	DTA_se3_ag3_m_01	41.7573	And when he says that,	42.6177
33	DTA_se3_ag3_m_01	42.6177	(pause 0.25)	42.8705
34	DTA_se3_ag3_m_01	42.8705	then everyone would have to run over to the other side.	44.7139
35	DTA_se3_ag3_m_01	44.7139	(pause 0.44)	45.1533
36	DTA_se3_ag3_m_01	45.1533	And	45.5804
37	DTA_se3_ag3_m_01	45.5804	(pause 0.10)	45.6780
38	DTA_se3_ag3_m_01	45.6780	this kid would tag	46.9368
39	DTA_se3_ag3_m_01	46.9368	(pause 0.18)	47.1199
40	DTA_se3_ag3_m_01	47.1199	someone.	47.5532
41	DTA_se3_ag3_m_01	47.5532	(pause 0.38)	47.9376
42	DTA_se3_ag3_m_01	47.9376	And when he tags him, then, uh, that person would have to stay in the center of the street.	51.6288
43	DTA_se3_ag3_m_01	51.6288	(pause 0.39)	52.0193
44	DTA_se3_ag3_m_01	52.0193	And	52.3830
45	DTA_se3_ag3_m_01	52.3830	(pause 0.12)	52.5051
46	DTA_se3_ag3_m_01	52.5051	you can see this, uh, as you went on, more and more would get into the center of the street and it'd become	57.0301
47	DTA_se3_ag3_m_01	57.0301	(pause 0.25)	57.2758
48	DTA_se3_ag3_m_01	57.2758	more and more difficult for those, uh,	58.9433
49	DTA_se3_ag3_m_01	58.9433	(pause 0.10)	59.0470
50	DTA_se3_ag3_m_01	59.0470	on the other side to get across, and so.	60.8960
51	DTA_se3_ag3_m_01	60.8960	(pause 0.32)	61.2194
52	DTA_se3_ag3_m_01	61.2194	This was one of them and	62.2384
53	DTA_int_04	62.5599	[Mm-hm.]	62.8285
54	DTA_se3_ag3_m_01	62.7388	[you] usually wound up with one person who uh, was last and who won, [you know. (laughing)]	66.9115
55	DTA_int_04	65.5994	[/Yeah/]	66.1334
56	DTA_int_04	66.1334	(pause 0.31)	66.4476
57	DTA_int_04	66.4476	[<laugh>]	66.9052
58	DTA_se3_ag3_m_01	67.0698	Uh.	67.3526
59	DTA_int_04	67.5645	Yeah. And what were the-	68.5437
60	DTA_int_04	68.5437	(pause 0.11)	68.6500
61	DTA_int_04	68.6500	what were some of the other games?	69.6095
62	DTA_se3_ag3_m_01	70.7079	Um.	71.7941
63	DTA_se3_ag3_m_01	71.7941	(pause 2.73)	74.5276
64	DTA_se3_ag3_m_01	74.5276	/Mask/.	75.6626
65	DTA_se3_ag3_m_01	75.6626	(pause 2.03)	77.6935
66	DTA_se3_ag3_m_01	77.6935	That one, I remember cause I enjoy it so much.	80.1404
67	DTA_int_04	80.3635	Did you ever play one where kids go and hide and one goes looking for ['em?]	83.8024
68	DTA_se3_ag3_m_01	83.6154	[Oh.] Hide and seek, yes.	84.8404
69	DTA_int_04	85.0830	Mm-hm.	85.3486
70	DTA_se3_ag3_m_01	85.4384	Yeah. We used to play that.	86.3537
71	DTA_int_04	86.7777	How did you get the person who was it	88.1830
72	DTA_int_04	88.1830	(pause 1.44)	89.6214
73	DTA_int_04	89.6214	first time?	90.1767
74	DTA_se3_ag3_m_01	90.7381	Um.	91.4337
75	DTA_se3_ag3_m_01	91.4337	(pause 1.21)	92.6410
76	DTA_se3_ag3_m_01	92.6410	<ts>	92.7278
77	DTA_se3_ag3_m_01	92.7278	(pause 0.95)	93.6825
78	DTA_se3_ag3_m_01	93.6825	How did we do that?	94.8114
79	DTA_se3_ag3_m_01	94.8114	(pause 0.38)	95.1898
80	DTA_se3_ag3_m_01	95.1898	It seems to me that uh, t- we s-	97.1361
81	DTA_se3_ag3_m_01	97.1361	(pause 0.15)	97.2825
