Line	Spkr	StTime	Content	EnTime
1	DCA_int_01	0.5166	Okay, for a starter	2.0822
2	DCA_int_01	2.0822	(pause 0.25)	2.3275
3	DCA_int_01	2.3275	uh, could you tell me the kinds of games you used to play as a kid, say around	6.0936
4	DCA_int_01	6.0936	(pause 0.83)	6.9245
5	DCA_int_01	6.9245	ten or eleven /or eight/?	8.2366
6	DCA_se3_ag1_m_03	11.2590	Well um	12.1169
7	DCA_se3_ag1_m_03	12.1169	(pause 1.48)	13.5931
8	DCA_se3_ag1_m_03	13.5931	at that time I was living in Hyattsville, Maryland,	15.7128
9	DCA_se3_ag1_m_03	15.7128	(pause 0.18)	15.8936
10	DCA_se3_ag1_m_03	15.8936	and there were no other	16.9284
11	DCA_se3_ag1_m_03	16.9284	(pause 0.45)	17.3814
12	DCA_se3_ag1_m_03	17.3814	uh,	17.7391
13	DCA_se3_ag1_m_03	17.7391	(pause 1.15)	18.8855
14	DCA_se3_ag1_m_03	18.8855	kids around to uh,	19.9434
15	DCA_se3_ag1_m_03	19.9434	(pause 0.38)	20.3281
16	DCA_se3_ag1_m_03	20.3281	play with.	20.7974
17	DCA_int_01	21.3019	Mm.	21.4906
18	DCA_se3_ag1_m_03	21.4475	So	21.8284
19	DCA_se3_ag1_m_03	22.1429	mostly I	22.9469
20	DCA_se3_ag1_m_03	22.9469	(pause 0.17)	23.1200
21	DCA_se3_ag1_m_03	23.1200	would read,	23.7163
22	DCA_se3_ag1_m_03	23.7163	(pause 1.62)	25.3396
23	DCA_se3_ag1_m_03	25.3396	and uh	25.9436
24	DCA_se3_ag1_m_03	25.9436	(pause 1.67)	27.6122
25	DCA_se3_ag1_m_03	27.6122	I can't	28.0969
26	DCA_se3_ag1_m_03	28.0969	(pause 0.75)	28.8432
27	DCA_se3_ag1_m_03	28.8432	particularly remember any	30.0935
28	DCA_se3_ag1_m_03	30.0935	(pause 0.13)	30.2281
29	DCA_se3_ag1_m_03	30.2281	games I would play at that time.	31.7745
30	DCA_int_01	32.0398	Mm-hm.	32.3954
31	DCA_se3_ag1_m_03	33.7547	I had	34.1741
32	DCA_se3_ag1_m_03	34.1741	(pause 0.24)	34.4126
33	DCA_se3_ag1_m_03	34.4126	lots of toys and, so I just played with those mostly.	36.6822
34	DCA_se3_ag1_m_03	36.6822	(pause 0.24)	36.9198
35	DCA_se3_ag1_m_03	36.9198	And read.	37.4276
36	DCA_int_01	38.7855	Never played kick the can or tag or	41.2302
37	DCA_int_01	41.2302	(pause 0.44)	41.6740
38	DCA_int_01	41.6740	/inaudible/?	42.7969
39	DCA_se3_ag1_m_03	43.2508	Well in- in school, during the recess, I would play those	45.8013
40	DCA_se3_ag1_m_03	45.8013	(pause 0.58)	46.3860
41	DCA_se3_ag1_m_03	46.3860	games but uh,	47.3776
42	DCA_se3_ag1_m_03	47.3776	(pause 0.77)	48.1508
43	DCA_se3_ag1_m_03	48.1508	outside of school, I	49.2395
44	DCA_se3_ag1_m_03	49.2395	(pause 0.91)	50.1512
45	DCA_se3_ag1_m_03	50.1512	didn't have much to do.	50.9552
46	DCA_int_01	52.1545	So /what would/	52.6353
47	DCA_int_01	52.6353	(pause 0.39)	53.0239
48	DCA_int_01	53.0239	/would/ you play during recess?	54.3203
49	DCA_int_01	54.3203	(pause 0.69)	55.0127
50	DCA_int_01	55.0127	Which games? Do you remember?	56.4745
51	DCA_se3_ag1_m_03	57.8315	Um, we played	58.8894
52	DCA_se3_ag1_m_03	58.8894	(pause 0.36)	59.2472
53	DCA_se3_ag1_m_03	59.2472	tag.	59.7281
54	DCA_se3_ag1_m_03	59.7281	(pause 1.01)	60.7359
55	DCA_se3_ag1_m_03	60.7359	When I was in junior high school, there was a	62.4584
56	DCA_se3_ag1_m_03	62.4584	(pause 0.51)	62.9700
57	DCA_se3_ag1_m_03	62.9700	modified version of tag we played,	64.7588
58	DCA_se3_ag1_m_03	64.7588	(pause 0.82)	65.5821
59	DCA_se3_ag1_m_03	65.5821	in which one person would be it,	67.1507
60	DCA_se3_ag1_m_03	67.1507	(pause 0.24)	67.3892
61	DCA_se3_ag1_m_03	67.3892	and then	67.8393
62	DCA_se3_ag1_m_03	67.8393	(pause 0.64)	68.4817
63	DCA_se3_ag1_m_03	68.4817	each person that he caught	69.9935
64	DCA_se3_ag1_m_03	69.9935	(pause 0.80)	70.7975
65	DCA_se3_ag1_m_03	70.7975	would uh,	71.4130
66	DCA_se3_ag1_m_03	71.4130	(pause 1.36)	72.7777
67	DCA_se3_ag1_m_03	72.7777	would also be it, so there would be	74.1818
68	DCA_se3_ag1_m_03	74.1818	(pause 0.10)	74.2857
69	DCA_se3_ag1_m_03	74.2857	first one, then two, and then say	75.9552
70	DCA_se3_ag1_m_03	75.9552	(pause 0.11)	76.0668
71	DCA_se3_ag1_m_03	76.0668	three and they would be, all be going after the others.	78.3624
72	DCA_se3_ag1_m_03	78.3624	(pause 0.92)	79.2819
73	DCA_se3_ag1_m_03	79.2819	And we'd have say twelve or thirteen kids playing to begin with.	81.9430
74	DCA_se3_ag1_m_03	81.9430	(pause 1.53)	83.4740
75	DCA_se3_ag1_m_03	83.4740	And the last person	84.6742
76	DCA_se3_ag1_m_03	84.6742	(pause 0.82)	85.4975
