Line	Spkr	StTime	Content	EnTime
1	DCA_se3_ag3_m_01	0.0074	/Wife/ used to say I talk too much but- <laugh>	2.7072
2	DCA_int_01	2.7911	No, it's great.	3.7284
3	DCA_se3_ag3_m_01	3.8216	Mm.	4.2320
4	DCA_int_01	4.7962	Some people it's like pulling teeth to get them to say anything.	7.8819
5	DCA_se3_ag3_m_01	7.9378	Oh yeah?	8.3295
6	DCA_se3_ag3_m_01	8.3295	(pause 0.23)	8.5580
7	DCA_se3_ag3_m_01	8.5580	Hm.	8.9310
8	DCA_int_01	9.5372	Makes it easier for the person /??/.	12.4842
9	DCA_se3_ag3_m_01	13.1498	Well, not- the incident that I was talking about, uh, as a kid,	16.9228
10	DCA_se3_ag3_m_01	16.9228	(pause 0.41)	17.3371
11	DCA_se3_ag3_m_01	17.3371	I can remember at-	18.6427
12	DCA_se3_ag3_m_01	18.6427	(pause 0.61)	19.2570
13	DCA_se3_ag3_m_01	19.2570	well, prior to nineteen fifty	21.5559
14	DCA_se3_ag3_m_01	21.5559	(pause 0.23)	21.7890
15	DCA_se3_ag3_m_01	21.7890	four, I believe, in Washington,	23.1879
16	DCA_se3_ag3_m_01	23.1879	(pause 0.15)	23.3371
17	DCA_se3_ag3_m_01	23.3371	uh, as you know, there were segregated playgrounds and what have you.	26.3528
18	DCA_se3_ag3_m_01	26.3528	(pause 0.83)	27.1782
19	DCA_se3_ag3_m_01	27.1782	And uh, we used- used to be a group of us that used to play ball together,	31.3095
20	DCA_se3_ag3_m_01	31.3095	(pause 0.23)	31.5415
21	DCA_se3_ag3_m_01	31.5415	and um, I remember one fella's name. I don't remember the rest of 'em's name-	35.4024
22	DCA_se3_ag3_m_01	35.4024	(pause 0.28)	35.6868
23	DCA_se3_ag3_m_01	35.6868	the- remember their nicknames, but I don't remember their real names, but I remember one particular fella,	40.3299
24	DCA_se3_ag3_m_01	40.3299	(pause 0.47)	40.8008
25	DCA_se3_ag3_m_01	40.8008	/RD-NAME-2/.	41.3844
26	DCA_se3_ag3_m_01	41.3844	(pause 0.77)	42.1531
27	DCA_se3_ag3_m_01	42.1531	And uh,	42.8479
28	DCA_se3_ag3_m_01	42.8479	(pause 0.42)	43.2710
29	DCA_se3_ag3_m_01	43.2710	we used to play on this little park that I was telling you about earlier,	46.7262
30	DCA_se3_ag3_m_01	46.7262	(pause 0.24)	46.9687
31	DCA_se3_ag3_m_01	46.9687	uh, up on, uh, First between New York Avenue and uh-	50.7165
