Line	Spkr	StTime	Content	EnTime
1	DCA_int_03	0.4556	Now,	0.7680
2	DCA_int_03	0.7680	(pause 0.37)	1.1410
3	DCA_int_03	1.1410	first of all, let's talk about the games that you play.	3.7896
4	DCA_int_03	3.7896	(pause 0.21)	4.0041
5	DCA_int_03	4.0041	You know, say,	4.7361
6	DCA_int_03	4.7361	(pause 0.34)	5.0719
7	DCA_int_03	5.0719	um,	5.6967
8	DCA_int_03	5.6967	(pause 0.55)	6.2458
9	DCA_int_03	6.2458	<ts>	6.3903
10	DCA_int_03	6.3903	(pause 0.35)	6.7400
11	DCA_int_03	6.7400	you know, when you were going to school.	8.6332
12	DCA_int_03	8.6332	(pause 0.67)	9.3000
13	DCA_int_03	9.3000	Like what kind of games would you play after school and what kind of games do you play now	12.9592
14	DCA_int_03	12.9592	(pause 0.26)	13.2203
15	DCA_int_03	13.2203	that it's summertime.	14.0856
16	DCA_se3_ag1_f_03	15.1694	I play hopscotch and kickball	17.8179
17	DCA_se3_ag1_f_03	17.8179	(pause 0.87)	18.6841
18	DCA_se3_ag1_f_03	18.6841	and sometimes we play Climbing the Trees and Follow the Leader.	22.1253
19	DCA_int_03	22.7828	Follow the Leader? Okay let's start from the beginning.	24.7447
20	DCA_int_03	24.7447	(pause 0.40)	25.1457
21	DCA_int_03	25.1457	Um,	25.5747
22	DCA_int_03	25.5747	(pause 0.31)	25.8871
23	DCA_int_03	25.8871	the first one was hop-	26.8150
24	DCA_int_03	26.8150	(pause 0.14)	26.9503
25	DCA_int_03	26.9503	what- what-	27.3513
26	DCA_int_03	27.3513	(pause 0.23)	27.5844
27	DCA_int_03	27.5844	well what-	27.8549
28	DCA_se3_ag1_f_03	27.7849	Hop-	28.0833
29	DCA_se3_ag1_f_03	28.4470	Hopscotch.	29.5553
30	DCA_int_03	29.6034	Hopscotch. Now can you explain how to	31.8125
31	DCA_int_03	31.8125	(pause 0.21)	32.0177
32	DCA_int_03	32.0177	play that?	32.4700
33	DCA_se3_ag1_f_03	34.3724	We write the numbers down to ten on um-	36.6887
34	DCA_se3_ag1_f_03	36.6887	(pause 0.23)	36.9219
35	DCA_se3_ag1_f_03	36.9219	on the blocks,	37.9104
36	DCA_int_03	38.1109	Mm-hm.	38.4513
37	DCA_se3_ag1_f_03	38.3814	the cement,	39.0575
38	DCA_se3_ag1_f_03	39.3746	and have blocks.	40.3491
39	DCA_int_03	40.5403	Mm-hm.	40.9227
40	DCA_se3_ag1_f_03	41.1884	And	41.5941
41	DCA_se3_ag1_f_03	41.5941	(pause 0.25)	41.8448
42	DCA_se3_ag1_f_03	41.8448	we throw the rock on	43.1504
43	DCA_se3_ag1_f_03	43.1504	(pause 0.14)	43.2949
44	DCA_se3_ag1_f_03	43.2949	number one,	44.2135
45	DCA_se3_ag1_f_03	44.2135	(pause 0.73)	44.9456
46	DCA_se3_ag1_f_03	44.9456	and we	45.3233
47	DCA_se3_ag1_f_03	45.3233	(pause 0.22)	45.5424
48	DCA_se3_ag1_f_03	45.5424	s- we jump in number two on one foot up to ten and jump back and	49.5388
49	DCA_se3_ag1_f_03	49.5388	(pause 0.37)	49.9104
50	DCA_se3_ag1_f_03	49.9104	stand on one foot and pick the rock up	52.0414
51	DCA_se3_ag1_f_03	52.0414	(pause 0.36)	52.4051
52	DCA_se3_ag1_f_03	52.4051	and jump off.	53.1651
53	DCA_se3_ag1_f_03	53.1651	(pause 0.67)	53.8319
54	DCA_se3_ag1_f_03	53.8319	And if you can get it-	54.6000
55	DCA_se3_ag1_f_03	54.6000	(pause 0.34)	54.9359
56	DCA_se3_ag1_f_03	54.9359	the rock into ten,	56.2508
57	DCA_se3_ag1_f_03	56.2508	(pause 0.41)	56.6565
58	DCA_se3_ag1_f_03	56.6565	and do the same,	57.7056
59	DCA_se3_ag1_f_03	57.7056	(pause 0.24)	57.9481
60	DCA_se3_ag1_f_03	57.9481	you win the game.	58.8900
61	DCA_int_03	59.6967	Oh.	60.0418
62	DCA_int_03	60.0418	(pause 0.14)	60.1805
63	DCA_int_03	60.1805	So, oh okay. I think I understand.	62.0472
64	DCA_int_03	62.0472	(pause 0.37)	62.4140
65	DCA_int_03	62.4140	Um, how do you decide who's gonna be first?	64.5746
66	DCA_se3_ag1_f_03	66.7400	We call it.	67.4115
67	DCA_se3_ag1_f_03	67.4115	(pause 0.35)	67.7659
68	DCA_se3_ag1_f_03	67.7659	Or either we put our feet in and say, engine engine number nine.	71.0579
69	DCA_int_03	73.0851	Oh yeah?	73.5607
70	DCA_int_03	73.5607	(pause 0.21)	73.7752
71	DCA_int_03	73.7752	Well [I never] heard of that. What do you do now?	75.6404
72	DCA_se3_ag1_f_03	73.9524	[Yeah.]	74.2928
73	DCA_se3_ag1_f_03	76.1440	Well,	76.4890
74	DCA_se3_ag1_f_03	76.4890	(pause 0.24)	76.7315
75	DCA_se3_ag1_f_03	76.7315	we'll put our feet in	78.0138
76	DCA_se3_ag1_f_03	78.0138	(pause 0.30)	78.3157
77	DCA_se3_ag1_f_03	78.3157	and we'll say, Engine-	79.3322
78	DCA_se3_ag1_f_03	79.3322	(pause 0.28)	79.6120
79	DCA_se3_ag1_f_03	79.6120	Engine engine number nine speeding down the Chicago line.	83.2724
80	DCA_se3_ag1_f_03	83.2724	(pause 0.35)	83.6174
81	DCA_se3_ag1_f_03	83.6174	If the train should jump the track,	85.2669
82	DCA_se3_ag1_f_03	85.2669	(pause 0.52)	85.7892
83	DCA_se3_ag1_f_03	85.7892	do you want your money back? Yes or no.	88.2825
84	DCA_int_03	88.6289	Oh.	88.9227
85	DCA_se3_ag1_f_03	89.1092	If somebody say yes or somebody said no,	91.4535
86	DCA_se3_ag1_f_03	91.4535	(pause 0.39)	91.8405
87	DCA_se3_ag1_f_03	91.8405	then we say uh, Y-E-S spells the word yes and you are not it.	96.3868
88	DCA_se3_ag1_f_03	96.3868	(pause 0.36)	96.7494
89	DCA_se3_ag1_f_03	96.7494	So the one that's not it is first.	98.6504
90	DCA_int_03	99.1181	Oh.	99.4399
91	DCA_int_03	99.4399	(pause 0.51)	99.9528
92	DCA_int_03	99.9528	Okay. <laugh>	100.9413
93	DCA_int_03	100.9413	(pause 0.94)	101.8832
94	DCA_int_03	101.8832	That's pretty good.	102.6468
95	DCA_int_03	102.6468	(pause 0.25)	102.8939
96	DCA_int_03	102.8939	Now let's see, you said hop-	104.0363
97	DCA_int_03	104.0363	(pause 0.23)	104.2648
98	DCA_int_03	104.2648	hopscotch. And what was that second one?	106.1766
99	DCA_se3_ag1_f_03	107.8832	Jump rope.	108.6952
100	DCA_int_03	108.8426	Jump rope. What's- what- Well how do you play-	110.8150
101	DCA_int_03	110.8150	(pause 0.75)	111.5658
102	DCA_int_03	111.5658	uh, what kind of uh,	113.1044
103	DCA_int_03	113.1044	(pause 0.39)	113.4962
104	DCA_int_03	113.4962	say,	113.8226
105	DCA_int_03	113.8226	(pause 0.39)	114.2085
106	DCA_int_03	114.2085	um,	114.6658
107	DCA_int_03	114.6658	(pause 0.27)	114.9312
108	DCA_int_03	114.9312	<ts> chants or little sayings that you have when you play jump rope?	118.4165
109	DCA_se3_ag1_f_03	119.2677	We'll say,	119.8413
110	DCA_se3_ag1_f_03	119.8413	(pause 3.78)	123.6170
111	DCA_se3_ag1_f_03	123.6170	Down in the valley where the green grass grows, they say /RD-NAME-2/'s sweet as a rose.	128.4560
112	DCA_se3_ag1_f_03	128.4560	(pause 0.22)	128.6751
113	DCA_se3_ag1_f_03	128.6751	She sang, she sang, she sang so sweet,	131.1745
114	DCA_se3_ag1_f_03	131.1745	(pause 0.44)	131.6128
115	DCA_se3_ag1_f_03	131.6128	along came John and kissed her on the cheek.	134.1949
116	DCA_se3_ag1_f_03	134.1949	(pause 0.43)	134.6238
117	DCA_se3_ag1_f_03	134.6238	How many kisses did she receive?	137.0019
118	DCA_int_03	136.9740	Mm.	137.3563
119	DCA_se3_ag1_f_03	137.5335	And then she keep jumping until she miss.	139.5747
120	DCA_int_03	139.5980	Mm-hm.	140.0363
121	DCA_int_03	140.0363	(pause 0.28)	140.3161
122	DCA_int_03	140.3161	Mm-hm.	140.7294
123	DCA_se3_ag1_f_03	141.0295	That's the s-	141.5285
124	DCA_int_03	142.0320	[Uh-huh.]	142.5170
125	DCA_se3_ag1_f_03	142.2978	[amount] of kisses she receive.	143.9205
126	DCA_int_03	143.8646	<laugh>	144.4614
127	DCA_int_03	145.2903	Oh boy. That- that sounds like a lot of fun. Do you actually give kisses or what? [<laugh>]	149.7247
128	DCA_se3_ag1_f_03	149.3563	[No.]	149.8133
129	DCA_int_03	149.9392	<laugh>	150.3915
130	DCA_int_03	150.3915	(pause 0.59)	150.9778
131	DCA_int_03	150.9778	Um,	151.4954
132	DCA_int_03	151.4954	(pause 0.76)	152.2508
133	DCA_int_03	152.2508	um,	152.8041
134	DCA_int_03	152.8041	(pause 0.48)	153.2860
135	DCA_int_03	153.2860	let's see. Did you ever play Hide and Seek?	155.4029
136	DCA_se3_ag1_f_03	155.7527	Yeah.	156.0791
137	DCA_int_03	156.0278	Yeah, okay. Well can you explain how to play that?	158.3394
138	DCA_se3_ag1_f_03	160.5403	One person-	161.5009
139	DCA_se3_ag1_f_03	161.5009	(pause 0.37)	161.8739
140	DCA_se3_ag1_f_03	161.8739	We'll put our feet in do the same thing,	163.7889
141	DCA_int_03	163.7845	Mm-hm.	164.1436
142	DCA_se3_ag1_f_03	164.3907	and whoever it is	165.5797
143	DCA_se3_ag1_f_03	165.5797	(pause 0.25)	165.8269
144	DCA_se3_ag1_f_03	165.8269	it, will-	166.5636
145	DCA_se3_ag1_f_03	166.5636	(pause 0.33)	166.8947
146	DCA_se3_ag1_f_03	166.8947	The last one that's in,	168.2842
147	DCA_se3_ag1_f_03	168.2842	(pause 0.40)	168.6794
148	DCA_se3_ag1_f_03	168.6794	they'll be the l-	169.3182
149	DCA_se3_ag1_f_03	169.3182	(pause 0.49)	169.8125
150	DCA_se3_ag1_f_03	169.8125	uh-	170.0596
151	DCA_se3_ag1_f_03	170.0596	(pause 0.34)	170.3954
152	DCA_se3_ag1_f_03	170.3954	the one that's it.	171.2207
153	DCA_int_03	171.3093	Mm-hm.	171.6777
154	DCA_se3_ag1_f_03	172.2559	And	172.6522
155	DCA_se3_ag1_f_03	172.6522	(pause 0.63)	173.2817
156	DCA_se3_ag1_f_03	173.2817	they'll get-	173.7154
157	DCA_se3_ag1_f_03	173.7154	(pause 0.15)	173.8634
158	DCA_se3_ag1_f_03	173.8634	ho- hide their face.	175.4628
159	DCA_se3_ag1_f_03	175.4628	(pause 0.53)	175.9897
160	DCA_se3_ag1_f_03	175.9897	They be saying um,	177.1181
161	DCA_se3_ag1_f_03	177.1181	(pause 3.16)	180.2831
162	DCA_se3_ag1_f_03	180.2831	My mother told me	181.6726
163	DCA_se3_ag1_f_03	181.6726	(pause 0.76)	182.4280
164	DCA_se3_ag1_f_03	182.4280	to wash them clothes. Are you ready?	184.9833
165	DCA_se3_ag1_f_03	184.9833	(pause 0.59)	185.5708
166	DCA_se3_ag1_f_03	185.5708	And w- If we not ready,	187.0338
167	DCA_se3_ag1_f_03	187.0338	(pause 0.43)	187.4675
168	DCA_se3_ag1_f_03	187.4675	he'll keep saying the same thing.	189.1461
169	DCA_int_03	189.1694	Mm-hm.	189.6544
170	DCA_int_03	189.6544	(pause 0.61)	190.2605
171	DCA_int_03	190.2605	[Well how] does he know when you're- when you're ready?	191.8972
172	DCA_se3_ag1_f_03	190.2745	[And-]	190.5692
173	DCA_se3_ag1_f_03	192.4882	We'll say, ready!	193.4208
174	DCA_int_03	193.5887	Mm-hm.	194.0643
175	DCA_se3_ag1_f_03	194.5819	And then when he come looking for us,	196.5683
176	DCA_se3_ag1_f_03	196.5683	(pause 0.62)	197.1931
177	DCA_se3_ag1_f_03	197.1931	he'll say,	197.8039
178	DCA_se3_ag1_f_03	197.8039	(pause 0.37)	198.1712
179	DCA_se3_ag1_f_03	198.1712	first or last.	199.4535
180	DCA_se3_ag1_f_03	199.4535	(pause 0.56)	200.0177
181	DCA_se3_ag1_f_03	200.0177	He'll say, the first one.	201.1414
