Line	Spkr	StTime	Content	EnTime
1	DCA_int_03	0.3837	Okay	0.6686
2	DCA_int_03	0.6686	(pause 0.20)	0.8686
3	DCA_int_03	0.8686	say your name again.	1.7134
4	DCA_int_03	1.7134	(pause 0.28)	1.9934
5	DCA_int_03	1.9934	Your whole name.	2.5333
6	DCA_se1_ag1_f_04	2.6582	My name is /RD-NAME-5/.	4.3879
7	DCA_int_03	4.5879	Okay.	4.9478
8	DCA_int_03	4.9478	(pause 0.43)	5.3827
9	DCA_int_03	5.3827	/RD-NAME-2/, um	6.3426
10	DCA_int_03	6.3426	(pause 0.36)	6.7025
11	DCA_int_03	6.7025	what kind of games do you play,	8.1632
12	DCA_int_03	8.1632	(pause 0.19)	8.3532
13	DCA_int_03	8.3532	you know, when	9.0531
14	DCA_int_03	9.0531	(pause 0.29)	9.3480
15	DCA_int_03	9.3480	say after school, or	10.4928
16	DCA_int_03	10.4928	(pause 0.31)	10.8077
17	DCA_int_03	10.8077	uh, say lunch break or something like that?	12.7974
18	DCA_se1_ag1_f_04	12.9433	Kickball.	13.7332
19	DCA_int_03	13.8682	Kickball.	14.2731
20	DCA_int_03	14.2731	(pause 0.17)	14.4431
21	DCA_int_03	14.4431	Would you explain how to play kickball?	15.7228
22	DCA_int_03	15.7228	(pause 5.93)	21.6527
23	DCA_int_03	21.6527	Kickball.	22.2526
24	DCA_se1_ag1_f_04	23.2324	We,	23.5524
25	DCA_se1_ag1_f_04	23.5524	(pause 0.67)	24.2212
26	DCA_se1_ag1_f_04	24.2212	/the g-/	24.5278
27	DCA_se1_ag1_f_04	24.5278	(pause 0.59)	25.1171
28	DCA_se1_ag1_f_04	25.1171	the way we we play it,	26.1579
29	DCA_se1_ag1_f_04	26.1579	(pause 0.07)	26.2329
30	DCA_se1_ag1_f_04	26.2329	we play	26.7778
31	DCA_se1_ag1_f_04	26.7778	(pause 0.20)	26.9827
32	DCA_se1_ag1_f_04	26.9827	girls against the boys.	28.3375
33	DCA_se1_ag1_f_04	28.3375	(pause 0.51)	28.8524
34	DCA_se1_ag1_f_04	28.8524	And we have three bases,	30.2821
35	DCA_se1_ag1_f_04	30.2821	(pause 0.37)	30.6521
36	DCA_se1_ag1_f_04	30.6521	and we have to run to each one of them.	32.5817
37	DCA_se1_ag1_f_04	32.5817	(pause 0.39)	32.9726
38	DCA_se1_ag1_f_04	32.9726	And the one,	33.7075
39	DCA_se1_ag1_f_04	33.7075	(pause 0.69)	34.4024
40	DCA_se1_ag1_f_04	34.4024	um,	34.7823
41	DCA_se1_ag1_f_04	34.7823	(pause 0.14)	34.9252
42	DCA_se1_ag1_f_04	34.9252	<ts>	35.0417
43	DCA_se1_ag1_f_04	35.0417	(pause 0.92)	35.9621
44	DCA_se1_ag1_f_04	35.9621	if they catch the ball,	37.2619
45	DCA_se1_ag1_f_04	37.2619	(pause 0.32)	37.5818
46	DCA_se1_ag1_f_04	37.5818	well we out, or they hit us with the ball, we out.	39.9274
47	DCA_int_03	40.5372	Mm-hm.	40.9122
48	DCA_int_03	40.9122	(pause 0.82)	41.7320
49	DCA_int_03	41.7320	So,	42.1919
50	DCA_int_03	42.1919	(pause 0.44)	42.6319
51	DCA_int_03	42.6319	how do you um	43.5267
52	DCA_int_03	43.5267	(pause 1.40)	44.9224
53	DCA_int_03	44.9224	how do you choose which one is gonna be	46.8271
54	DCA_int_03	46.8271	(pause 0.16)	46.9871
55	DCA_int_03	46.9871	uh, on the team or anything like that?	48.6168
56	DCA_int_03	48.6168	(pause 1.13)	49.7466
57	DCA_int_03	49.7466	How do you think y- you have have teams? You said you have teams.	51.6472
58	DCA_se1_ag1_f_04	52.4060	Boys against the girls, we [don't,]	53.8699
59	DCA_int_03	53.6281	[Oh.]	54.1894
60	DCA_se1_ag1_f_04	54.0100	[we don't] count.	54.7766
61	DCA_int_03	55.0516	Mm-hm.	55.4865
62	DCA_int_03	55.4865	(pause 0.20)	55.6915
63	DCA_int_03	55.6915	Mm-hm.	56.1164
64	DCA_int_03	56.1164	(pause 1.27)	57.3821
65	DCA_int_03	57.3821	Um, do you play any other games?	58.7869
66	DCA_se1_ag1_f_04	60.4266	They play some more, but I don't play no more.	62.5312
67	DCA_int_03	62.9361	You don't play anything else?	63.7860
68	DCA_se1_ag1_f_04	65.0267	That's all I like to play.	66.2815
69	DCA_int_03	66.3665	Is kickball?	66.9714
70	DCA_int_03	66.9714	(pause 0.65)	67.6263
71	DCA_int_03	67.6263	Have you ever played any games at home with your uh	69.7009
72	DCA_int_03	69.7009	(pause 0.29)	69.9908
73	DCA_int_03	69.9908	girlfriends?	70.3795
74	DCA_se1_ag1_f_04	73.9361	No, we just play records.	75.7308
75	DCA_int_03	75.8207	Oh you do. What records do you like?	77.2615
