Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.5310	And can you give me your birthday?	2.1924
2	DCB_se3_ag3_f_02	2.6397	Seven two zero seven eight.	4.0319
3	DCB_int_01	8.3695	Oh.	9.0568
4	DCB_int_01	9.0568	(pause 0.83)	9.8843
5	DCB_int_01	9.8843	Your birthday's the twentieth, mine's the twenty-seventh.	11.8963
6	DCB_se3_ag3_f_02	12.0305	<ts>	12.1373
7	DCB_se3_ag3_f_02	12.1373	(pause 0.35)	12.4910
8	DCB_se3_ag3_f_02	12.4910	Twenty-second?	13.0883
9	DCB_int_01	13.2150	Twenty-seventh.	13.8523
10	DCB_int_01	13.8523	(pause 0.23)	14.0825
11	DCB_int_01	14.0825	So we're a week [apart.]	15.1803
12	DCB_se3_ag3_f_02	14.5663	[You's almost-]	15.4372
13	DCB_se3_ag3_f_02	15.7742	<ts>	15.8743
14	DCB_se3_ag3_f_02	15.8743	(pause 0.39)	16.2613
15	DCB_se3_ag3_f_02	16.2613	almost a Cancer.	17.2720
16	DCB_int_01	17.5701	Uh, no, a Leo, Leo's are best, Leo's are best.	19.9391
17	DCB_se3_ag3_f_02	19.9591	See, I was gonna say we was still good because you was in July at least.	22.7251
18	DCB_int_01	22.9128	I was gonna give you [July] but you went with the Cancer [thing.]	25.3574
19	DCB_se3_ag3_f_02	23.5300	[But-]	23.8237
20	DCB_se3_ag3_f_02	23.8237	(pause 1.26)	25.0816
21	DCB_se3_ag3_f_02	25.0816	[I was like], almost a Cancer. I ain't say nothing bad though.	27.4605
22	DCB_se3_ag3_f_02	28.6091	[See.]	29.0863
23	DCB_int_01	28.8494	[I-] I was trying to go with the- [You know what, we gonna] move on.	30.8294
24	DCB_se3_ag3_f_02	29.8537	[See.]	30.3870
25	DCB_se3_ag3_f_02	30.9881	[<laugh>]	32.5964
26	DCB_int_01	31.4653	[Um, where were you born?]	32.8452
27	DCB_se3_ag3_f_02	33.2570	Um, Washington, DC.	34.5124
28	DCB_int_01	35.3198	What neighborhood do you claim?	36.5544
29	DCB_se3_ag3_f_02	37.2317	Wow, there's so many. So,	38.8533
30	DCB_se3_ag3_f_02	38.8533	(pause 0.77)	39.6274
31	DCB_se3_ag3_f_02	39.6274	I grew up in Capers, right off of Seventh Street.	41.6802
32	DCB_se3_ag3_f_02	41.6802	(pause 0.73)	42.4142
33	DCB_se3_ag3_f_02	42.4142	But then we also lived	43.6187
34	DCB_se3_ag3_f_02	43.6187	(pause 0.28)	43.8957
