Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.5873	Appreciate you taking the time out of your	2.3078
2	DCB_se1_ag3_m_01	2.3078	(pause 0.37)	2.6753
3	DCB_se1_ag3_m_01	2.6753	busy day to	3.9861
4	DCB_se1_ag3_m_01	3.9861	(pause 0.31)	4.2961
5	DCB_se1_ag3_m_01	4.2961	do this	5.0023
6	DCB_se1_ag3_m_01	5.0023	(pause 0.28)	5.2836
7	DCB_se1_ag3_m_01	5.2836	interview.	5.8564
8	DCB_se1_ag3_m_01	5.8564	(pause 1.64)	7.4916
9	DCB_se1_ag3_m_01	7.4916	Um,	8.0870
10	DCB_se1_ag3_m_01	8.0870	(pause 0.31)	8.4011
11	DCB_se1_ag3_m_01	8.4011	/tow/ long have you lived in DC?	9.6144
12	DCB_se3_ag4_m_01	10.5885	Um,	11.2496
13	DCB_se3_ag4_m_01	11.2496	(pause 0.79)	12.0441
14	DCB_se3_ag4_m_01	12.0441	well I've	12.5184
15	DCB_se3_ag4_m_01	12.5184	(pause 0.29)	12.8099
16	DCB_se3_ag4_m_01	12.8099	lived in D- I was in DC f-	15.0979
17	DCB_se3_ag4_m_01	15.0979	(pause 2.42)	17.5194
18	DCB_se3_ag4_m_01	17.5194	all my life for the most part. And then, um,	19.1105
19	DCB_se3_ag4_m_01	19.1105	(pause 0.21)	19.3189
20	DCB_se3_ag4_m_01	19.3189	til I	19.6764
21	DCB_se3_ag4_m_01	19.6764	(pause 0.52)	20.1955
22	DCB_se3_ag4_m_01	20.1955	graduated.	20.7561
23	DCB_se1_ag3_m_01	21.4725	Did you [gra- what?]	22.0494
24	DCB_se3_ag4_m_01	21.6449	[/And then/-]	21.8482
25	DCB_se1_ag3_m_01	22.3111	What part of DC?	23.0030
26	DCB_se3_ag4_m_01	23.2001	Northwest.	23.7400
27	DCB_se3_ag4_m_01	23.7400	(pause 0.28)	24.0172
28	DCB_se3_ag4_m_01	24.0172	Adams Morgan.	24.7255
29	DCB_se1_ag3_m_01	25.1408	Adams Morgan?	25.8210
30	DCB_se3_ag4_m_01	25.8578	Mm-hm.	26.2330
31	DCB_se1_ag3_m_01	26.4349	Tell me about Adams Morgan.	27.5099
32	DCB_se3_ag4_m_01	28.3073	Um,	28.6895
33	DCB_se3_ag4_m_01	28.6895	(pause 0.40)	29.0858
34	DCB_se3_ag4_m_01	29.0858	well,	29.3998
35	DCB_se3_ag4_m_01	29.3998	(pause 0.84)	30.2414
36	DCB_se3_ag4_m_01	30.2414	w- what it used it to be as opposed to what it is now,	32.8977
37	DCB_se3_ag4_m_01	32.8977	(pause 0.44)	33.3395
38	DCB_se3_ag4_m_01	33.3395	uh,	33.8480
39	DCB_se3_ag4_m_01	33.8480	(pause 0.95)	34.8017
40	DCB_se3_ag4_m_01	34.8017	it was-	35.8767
41	DCB_se3_ag4_m_01	35.8767	(pause 1.37)	37.2442
42	DCB_se3_ag4_m_01	37.2442	it's the- the- the demographics of it have changed drastically	40.4756
43	DCB_se3_ag4_m_01	40.4756	(pause 0.33)	40.8052
44	DCB_se3_ag4_m_01	40.8052	since	41.2786
45	DCB_se3_ag4_m_01	41.2786	(pause 0.17)	41.4524
46	DCB_se3_ag4_m_01	41.4524	I grew up there	42.3571
47	DCB_se3_ag4_m_01	42.3571	(pause 0.92)	43.2758
48	DCB_se3_ag4_m_01	43.2758	from like	43.6755
49	DCB_se3_ag4_m_01	43.6755	(pause 0.51)	44.1839
50	DCB_se3_ag4_m_01	44.1839	nineteen sixty	45.6060
51	DCB_se3_ag4_m_01	45.6060	(pause 1.19)	46.7947
52	DCB_se3_ag4_m_01	46.7947	up through	47.7366
53	DCB_se3_ag4_m_01	47.7366	(pause 0.17)	47.9083
54	DCB_se3_ag4_m_01	47.9083	nineteen-	48.9502
55	DCB_se3_ag4_m_01	48.9502	(pause 1.06)	50.0071
56	DCB_se3_ag4_m_01	50.0071	I left there about nineteen seventy seven.	52.7674
57	DCB_se3_ag4_m_01	52.7674	(pause 1.14)	53.9047
58	DCB_se3_ag4_m_01	53.9047	So um,	54.9006
59	DCB_se3_ag4_m_01	54.9006	(pause 1.09)	55.9911
60	DCB_se3_ag4_m_01	55.9911	the demographics have changed drastically. I mean it was primarily an African American neighborhood.	61.2933
61	DCB_se3_ag4_m_01	61.2933	(pause 0.21)	61.5002
62	DCB_se3_ag4_m_01	61.5002	S- some diversity	62.7785
63	DCB_se3_ag4_m_01	62.7785	(pause 0.90)	63.6762
64	DCB_se3_ag4_m_01	63.6762	uh,	64.0654
65	DCB_se3_ag4_m_01	64.0654	(pause 1.04)	65.1103
66	DCB_se3_ag4_m_01	65.1103	but	65.3577
67	DCB_se3_ag4_m_01	65.3577	(pause 0.13)	65.4840
68	DCB_se3_ag4_m_01	65.4840	now	65.9679
69	DCB_se3_ag4_m_01	65.9679	(pause 1.22)	67.1846
70	DCB_se3_ag4_m_01	67.1846	it's totally	68.3250
71	DCB_se3_ag4_m_01	68.3250	(pause 2.56)	70.8824
72	DCB_se3_ag4_m_01	70.8824	Caucasian.	71.5225
73	DCB_se3_ag4_m_01	71.5225	(pause 0.16)	71.6838
74	DCB_se3_ag4_m_01	71.6838	[<laugh>]	72.6131
75	DCB_se1_ag3_m_01	72.0836	[Hm.]	72.2308
76	DCB_se3_ag4_m_01	72.8024	Period.	73.1460
77	DCB_se1_ag3_m_01	73.2933	/Is it/ what- is it gentrification [or?]	75.2707
78	DCB_se3_ag4_m_01	75.0415	[Uh yeah.]	75.4973
79	DCB_se3_ag4_m_01	75.8164	I mean it's	76.5247
80	DCB_se3_ag4_m_01	76.5247	(pause 0.69)	77.2175
81	DCB_se3_ag4_m_01	77.2175	the apartments that we rented are now condos.	79.6825
82	DCB_se3_ag4_m_01	79.6825	(pause 1.38)	81.0625
83	DCB_se3_ag4_m_01	81.0625	So they're- and they're [going-]	82.7213
84	DCB_se1_ag3_m_01	82.4511	[Same] size?	83.3250
85	DCB_se3_ag4_m_01	83.4945	Yeah.	83.7084
86	DCB_se3_ag4_m_01	83.7084	(pause 0.23)	83.9398
87	DCB_se3_ag4_m_01	83.9398	No- no different.	84.9076
88	DCB_se3_ag4_m_01	84.9076	(pause 0.17)	85.0794
89	DCB_se3_ag4_m_01	85.0794	They're selling for like three hundred thousand dollars.	88.0303
90	DCB_se1_ag3_m_01	88.7982	Wow.	89.5050
91	DCB_se3_ag4_m_01	89.4840	And the	90.4728
92	DCB_se3_ag4_m_01	90.5499	condo fees are like four hundred dollars a month.	93.0590
93	DCB_se3_ag4_m_01	93.0590	(pause 1.24)	94.3038
94	DCB_se3_ag4_m_01	94.3038	So it seems as though the market where it is now has been	97.3529
95	DCB_se3_ag4_m_01	97.3529	(pause 0.76)	98.1088
96	DCB_se3_ag4_m_01	98.1088	priced to price us out	99.5815
97	DCB_se3_ag4_m_01	99.5815	(pause 0.72)	100.2968
98	DCB_se3_ag4_m_01	100.2968	kind of.	100.6580
99	DCB_se3_ag4_m_01	100.6580	(pause 0.42)	101.0788
100	DCB_se3_ag4_m_01	101.0788	That's the feeling that I get anyway.	102.6612
101	DCB_se1_ag3_m_01	102.9251	Got you, got you. How- how was that like, how does that make you feel like,	106.0654
102	DCB_se1_ag3_m_01	106.0654	(pause 0.48)	106.5458
103	DCB_se1_ag3_m_01	106.5458	when you go back there you expect to see certain things that's been there forever [like when you] grew up and all that now is gone and now,	112.5949
104	DCB_se3_ag4_m_01	109.8563	[Mm-hm.]	110.2455
105	DCB_se3_ag4_m_01	112.7562	Yeah, [it's- it's-] it's a-	114.4728
106	DCB_se1_ag3_m_01	113.2245	[you know.]	113.6383
107	DCB_se3_ag4_m_01	114.6306	it's a culture shock	115.7737
108	DCB_se3_ag4_m_01	115.7737	(pause 0.35)	116.1193
109	DCB_se3_ag4_m_01	116.1193	because I mean even in the city as a whole, you know, when you come in	119.7329
110	DCB_se3_ag4_m_01	119.7329	(pause 0.79)	120.5219
111	DCB_se3_ag4_m_01	120.5219	uh, down on U Street,	122.0577
112	DCB_se3_ag4_m_01	122.0577	(pause 0.55)	122.6102
113	DCB_se3_ag4_m_01	122.6102	you know, I mean the-	124.1846
114	DCB_se3_ag4_m_01	124.1846	(pause 0.16)	124.3459
115	DCB_se3_ag4_m_01	124.3459	the- just the whole	125.5120
116	DCB_se3_ag4_m_01	125.5120	(pause 0.10)	125.6137
117	DCB_se3_ag4_m_01	125.6137	profile	126.4097
118	DCB_se3_ag4_m_01	126.4097	(pause 0.63)	127.0373
119	DCB_se3_ag4_m_01	127.0373	of how DC used to be	128.9118
120	DCB_se3_ag4_m_01	128.9118	(pause 0.26)	129.1747
121	DCB_se3_ag4_m_01	129.1747	is	129.8199
122	DCB_se3_ag4_m_01	129.8199	(pause 0.14)	129.9602
123	DCB_se3_ag4_m_01	129.9602	going through a drastic change. You see	132.0205
124	DCB_se3_ag4_m_01	132.0205	(pause 1.65)	133.6685
125	DCB_se3_ag4_m_01	133.6685	v- very few	135.0415
126	DCB_se3_ag4_m_01	135.0415	(pause 1.19)	136.2302
127	DCB_se3_ag4_m_01	136.2302	African American people walking	138.4132
128	DCB_se3_ag4_m_01	138.4132	(pause 0.19)	138.5990
129	DCB_se3_ag4_m_01	138.5990	down U Street, you know you see mostly	141.1432
130	DCB_se3_ag4_m_01	141.1432	(pause 0.53)	141.6727
131	DCB_se3_ag4_m_01	141.6727	a lot of white people, you know with	143.6628
132	DCB_se3_ag4_m_01	143.6628	(pause 0.78)	144.4412
133	DCB_se3_ag4_m_01	144.4412	bicycles, walking their dog,	146.2525
134	DCB_se3_ag4_m_01	146.2525	(pause 1.01)	147.2624
135	DCB_se3_ag4_m_01	147.2624	lot of outside cafes.	149.5401
136	DCB_se3_ag4_m_01	149.5401	(pause 0.45)	149.9854
137	DCB_se3_ag4_m_01	149.9854	Rooftop things are big. I look at a lot of	152.6312
138	DCB_se3_ag4_m_01	152.6312	(pause 0.15)	152.7785
139	DCB_se3_ag4_m_01	152.7785	buildings around. They have a lot of l- rooftop things where they're up and	155.8521
140	DCB_se3_ag4_m_01	155.8521	(pause 0.74)	156.5920
141	DCB_se3_ag4_m_01	156.5920	even in the-	157.4090
142	DCB_se3_ag4_m_01	157.4090	(pause 0.27)	157.6755
143	DCB_se3_ag4_m_01	157.6755	my apartment building where I used to be they have a rooftop area where they can sit and-	161.5243
144	DCB_se1_ag3_m_01	162.1257	Oh wow. <laugh>	163.0198
145	DCB_se3_ag4_m_01	163.2302	Cause you know, we didn't never have to tan so we didn't [never even sit out in the sun /you know/.]	167.5751
146	DCB_se1_ag3_m_01	165.4588	[<laugh> Right, wasn't] just sitting on a [roof and] all that.	169.1530
147	DCB_se3_ag4_m_01	168.3325	[Yeah.]	168.6516
148	DCB_se3_ag4_m_01	168.6516	(pause 0.49)	169.1390
149	DCB_se3_ag4_m_01	169.1390	But it's um,	170.1068
150	DCB_se3_ag4_m_01	171.5850	it- it's-	172.1355
151	DCB_se3_ag4_m_01	172.1355	(pause 0.40)	172.5388
152	DCB_se3_ag4_m_01	172.5388	it's gotten to where the price point	174.9356
153	DCB_se3_ag4_m_01	174.9356	(pause 0.51)	175.4441
154	DCB_se3_ag4_m_01	175.4441	has been	176.2015
155	DCB_se3_ag4_m_01	176.2015	(pause 0.85)	177.0520
156	DCB_se3_ag4_m_01	177.0520	raised so much til	179.0893
157	DCB_se3_ag4_m_01	179.0893	(pause 0.29)	179.3823
158	DCB_se3_ag4_m_01	179.3823	w- w-	179.7049
159	DCB_se3_ag4_m_01	179.7049	(pause 0.24)	179.9433
160	DCB_se3_ag4_m_01	179.9433	they are-	180.6131
161	DCB_se3_ag4_m_01	180.6131	(pause 0.73)	181.3424
162	DCB_se3_ag4_m_01	181.3424	we can't stay there. And if w- and once we leave,	183.4482
163	DCB_se3_ag4_m_01	183.4482	(pause 0.26)	183.7042
164	DCB_se3_ag4_m_01	183.7042	we can't	184.0233
